"   ","PLANT","COMPONENT_ID","COMPONENT_ID_STATUS","ASSET_ID","ASSET_ID2"
"123","01","1SG2020226426","INSTALLED","100000000410398","100000010000043"
"124","01","1SG2020226427","INSTALLED","100000000410398","100000010000044"
"125","01","1SG2020226428","INSTALLED","100000000410398","100000010000045"
"126","01","1SG2020226429","INSTALLED","100000000410398","100000010000046"
"127","01","1SG2020226430","INSTALLED","100000000410398","100000010000047"
"128","01","1SG2020226431","INSTALLED","100000000410398","100000010000048"
"129","01","1SG2020226432","INSTALLED","100000000410398","100000010000049"
"130","01","1SG2020226433","INSTALLED","100000000410398","100000010000050"
"131","01","1SG2020226434","INSTALLED","100000000410398","100000010000051"
"132","01","1SG2020226435","INSTALLED","100000000410398","100000010000052"
"133","01","1SG2020226436","INSTALLED","100000000410398","100000010000053"
"134","01","1SG2020226437","INSTALLED","100000000410398","100000010000054"
"135","01","1SG2020226445","INSTALLED","100000000410398","100000010000061"
"136","01","1SG2020226446","INSTALLED","100000000410398","100000010000062"
"137","01","1SG2020226447","INSTALLED","100000000410398","100000010000063"
"138","01","1SG2020226448","INSTALLED","100000000410398","100000010000064"
"139","01","1SG2020226449","INSTALLED","100000000410398","100000010000065"
"140","01","1SG2020226450","INSTALLED","100000000410398","100000010000066"
"141","01","1SG2020226451","INSTALLED","100000000410398","100000010000067"
"142","01","1SG2020226452","INSTALLED","100000000410398","100000010000068"
"143","01","1SG2020226453","INSTALLED","100000000410398","100000010000069"
"144","01","1SG2020226454","INSTALLED","100000000410398","100000010000070"
"145","01","1SG2020226455","INSTALLED","100000000410398","100000010000071"
"146","01","1SG2020226605","INSTALLED","100000000410398","100000010000183"
"147","01","1SG2020226606","INSTALLED","100000000410398","100000010000184"
"148","01","1SG2020226608","INSTALLED","100000000410398","100000010000185"
"149","01","1SG2020226609","INSTALLED","100000000410398","100000010000186"
"150","01","1SG2020226610","INSTALLED","100000000410398","100000010000187"
"151","01","1SG2020226611","INSTALLED","100000000410398","100000010000188"
"152","01","1SG2020226612","INSTALLED","100000000410398","100000010000189"
"153","01","1SG2020226613","INSTALLED","100000000410398","100000010000190"
"154","01","1SG2020226614","INSTALLED","100000000410398","100000010000191"
"155","01","1SG2020226615","INSTALLED","100000000410398","100000010000192"
"156","01","1SG2020226616","INSTALLED","100000000410398","100000010000193"
"157","01","1SG2020226617","INSTALLED","100000000410398","100000010000194"
"158","01","1SG2020226618","INSTALLED","100000000410398","100000010000195"
"159","01","1SG2020226619","INSTALLED","100000000410398","100000010000196"
"160","01","1SG2020226620","INSTALLED","100000000410398","100000010000197"
"161","01","1SV2021230901","INSTALLED","100000000410398","100000010000355"
"162","01","1SV2021230902","INSTALLED","100000000410398","100000010000356"
"163","01","1SV2021230903","INSTALLED","100000000410398","100000010000357"
"164","01","1SV2021230904","INSTALLED","100000000410398","100000010000358"
"165","01","1SV2021230905","INSTALLED","100000000410398","100000010000359"
"166","01","1SV2021230906","INSTALLED","100000000410398","100000010000360"
"167","01","1SV2021231015","INSTALLED","100000000410398","100000010000467"
"168","01","1SV2021231016","INSTALLED","100000000410398","100000010000468"
"169","01","1SV2021231017","INSTALLED","100000000410398","100000010000469"
"170","01","1SV2021231018","INSTALLED","100000000410398","100000010000470"
"171","01","1SV2021231019","INSTALLED","100000000410398","100000010000471"
"172","01","1SV2021231021","INSTALLED","100000000410398","100000010000472"
"173","01","1SV2021231022","INSTALLED","100000000410398","100000010000473"
"174","01","1SV2021231023","INSTALLED","100000000410398","100000010000474"
"175","01","1SV2021231024","INSTALLED","100000000410398","100000010000475"
"176","01","1SV2021231025","INSTALLED","100000000410398","100000010000476"
"177","01","1SV2021231037","INSTALLED","100000000410398","100000010000487"
"178","01","1SV2021231038","INSTALLED","100000000410398","100000010000488"
"179","01","1SV2021231039","INSTALLED","100000000410398","100000010000489"
"180","01","1SV2021231040","INSTALLED","100000000410398","100000010000490"
"181","01","1SV2021231041","INSTALLED","100000000410398","100000010000491"
"182","01","1SV2021231334","INSTALLED","100000000410398","100000010000775"
"183","01","1SV2021231335","INSTALLED","100000000410398","100000010000776"
"184","01","1SV2021231336","INSTALLED","100000000410398","100000010000777"
"185","01","1SV2021231337","INSTALLED","100000000410398","100000010000778"
"186","01","1SV2021231338","INSTALLED","100000000410398","100000010000779"
"187","01","1SV2021231339","INSTALLED","100000000410398","100000010000780"
"188","01","1SV2021231340","INSTALLED","100000000410398","100000010000781"
"189","01","1SV2021231341","INSTALLED","100000000410398","100000010000782"
"190","01","1SV2021231342","INSTALLED","100000000410398","100000010000783"
"191","01","1SV2021231344","INSTALLED","100000000410398","100000010000784"
"192","01","1SV2021231345","INSTALLED","100000000410398","100000010000785"
"193","01","1SV2021231346","INSTALLED","100000000410398","100000010000786"
"194","01","1SV2021231347","INSTALLED","100000000410398","100000010000787"
"195","01","1SV2021231348","INSTALLED","100000000410398","100000010000788"
"196","01","1SV2021231349","INSTALLED","100000000410398","100000010000789"
"197","01","1SV2021231350","INSTALLED","100000000410398","100000010000790"
"198","01","1SV2021231351","INSTALLED","100000000410398","100000010000791"
"199","01","1SV2021231352","INSTALLED","100000000410398","100000010000792"
"200","01","1SV2021231353","INSTALLED","100000000410398","100000010000793"
"201","01","1SV2021231354","INSTALLED","100000000410398","100000010000794"
"202","01","1SV2021231355","INSTALLED","100000000410398","100000010000795"
"203","01","1SV2021231356","INSTALLED","100000000410398","100000010000796"
"204","01","1SV2021231357","INSTALLED","100000000410398","100000010000797"
"205","01","1SV2021231026","INSTALLED","100000000410398","100000010000477"
"206","01","1SV2021231027","INSTALLED","100000000410398","100000010000478"
"207","01","1SV2021231028","INSTALLED","100000000410398","100000010000479"
"208","01","1SV2021231030","INSTALLED","100000000410398","100000010000480"
"209","01","1SV2021231031","INSTALLED","100000000410398","100000010000481"
"210","01","1SV2021231032","INSTALLED","100000000410398","100000010000482"
"211","01","1SV2021231033","INSTALLED","100000000410398","100000010000483"
"212","01","1SV2021231034","INSTALLED","100000000410398","100000010000484"
"213","01","1SV2021231035","INSTALLED","100000000410398","100000010000485"
"214","01","1SV2021231036","INSTALLED","100000000410398","100000010000486"
"215","01","1SV2021231358","INSTALLED","100000000410398","100000010000798"
"216","01","1SV2021231359","INSTALLED","100000000410398","100000010000799"
"217","01","1SV2021231360","INSTALLED","100000000410398","100000010000800"
"218","01","1SV2021231150","INSTALLED","100000000410398","100000010000596"
"219","01","1SV2021231151","INSTALLED","100000000410398","100000010000597"
"220","01","1SV2021231152","INSTALLED","100000000410398","100000010000598"
"221","01","1SV2021231153","INSTALLED","100000000410398","100000010000599"
"222","01","1SV2021231154","INSTALLED","100000000410398","100000010000600"
"223","01","1SV2021231155","INSTALLED","100000000410398","100000010000601"
"224","01","1SV2021231156","INSTALLED","100000000410398","100000010000602"
"225","01","1SV2021231157","INSTALLED","100000000410398","100000010000603"
"226","01","1SV2021231158","INSTALLED","100000000410398","100000010000604"
"227","01","1SV2021231159","INSTALLED","100000000410398","100000010000605"
"228","01","1SV2021231160","INSTALLED","100000000410398","100000010000606"
"229","01","1SV2021231162","INSTALLED","100000000410398","100000010000607"
"230","01","1SV2021231163","INSTALLED","100000000410398","100000010000608"
"231","01","1SV2021231164","INSTALLED","100000000410398","100000010000609"
"232","01","1SV2021231165","INSTALLED","100000000410398","100000010000610"
"233","01","1SV2021231166","INSTALLED","100000000410398","100000010000611"
"234","01","1SV2021231167","INSTALLED","100000000410398","100000010000612"
"235","01","1SV2021231168","INSTALLED","100000000410398","100000010000613"
"236","01","1SV2021231169","INSTALLED","100000000410398","100000010000614"
"237","01","1SV2021231143","INSTALLED","100000000410398","100000010000589"
"238","01","1SV2021231144","INSTALLED","100000000410398","100000010000590"
"239","01","1SV2021231145","INSTALLED","100000000410398","100000010000591"
"240","01","1SV2021231146","INSTALLED","100000000410398","100000010000592"
"241","01","1SV2021231147","INSTALLED","100000000410398","100000010000593"
"242","01","1SV2021231148","INSTALLED","100000000410398","100000010000594"
"243","01","1SV2021231149","INSTALLED","100000000410398","100000010000595"
"244","01","1SV2021230893","INSTALLED","100000000410398","100000010000347"
"245","01","1SV2021230894","INSTALLED","100000000410398","100000010000348"
"246","01","1SV2021230895","INSTALLED","100000000410398","100000010000349"
"247","01","1SV2021230896","INSTALLED","100000000410398","100000010000350"
"248","01","1SV2021230897","INSTALLED","100000000410398","100000010000351"
"249","01","1SV2021230898","INSTALLED","100000000410398","100000010000352"
"250","01","1SV2021230899","INSTALLED","100000000410398","100000010000353"
"251","01","1SV2021230900","INSTALLED","100000000410398","100000010000354"
"252","01","1SV2021230874","INSTALLED","100000000410398","100000010000328"
"253","01","1SV2021230875","INSTALLED","100000000410398","100000010000329"
"254","01","1SV2021230876","INSTALLED","100000000410398","100000010000330"
"255","01","1SV2021230877","INSTALLED","100000000410398","100000010000331"
"256","01","1SV2021230878","INSTALLED","100000000410398","100000010000332"
"257","01","1SV2021230879","INSTALLED","100000000410398","100000010000333"
"258","01","1SV2021230880","INSTALLED","100000000410398","100000010000334"
"259","01","1SV2021230881","INSTALLED","100000000410398","100000010000335"
"260","01","1SV2021230882","INSTALLED","100000000410398","100000010000336"
"261","01","1SV2021230883","INSTALLED","100000000410398","100000010000337"
"262","01","1SV2021230884","INSTALLED","100000000410398","100000010000338"
"263","01","1SV2021230885","INSTALLED","100000000410398","100000010000339"
"264","01","1SV2021230886","INSTALLED","100000000410398","100000010000340"
"265","01","1SV2021230887","INSTALLED","100000000410398","100000010000341"
"266","01","1SV2021230888","INSTALLED","100000000410398","100000010000342"
"267","01","1SV2021230889","INSTALLED","100000000410398","100000010000343"
"268","01","1SV2021230890","INSTALLED","100000000410398","100000010000344"
"269","01","1SV2021230891","INSTALLED","100000000410398","100000010000345"
"270","01","1SV2021230892","INSTALLED","100000000410398","100000010000346"
"271","01","1SV2021230988","INSTALLED","100000000410398","100000010000442"
"272","01","1SV2021230989","INSTALLED","100000000410398","100000010000443"
"273","01","1SV2021230990","INSTALLED","100000000410398","100000010000444"
"274","01","1SV2021230991","INSTALLED","100000000410398","100000010000445"
"275","01","1SV2021230993","INSTALLED","100000000410398","100000010000446"
"276","01","1SV2021230994","INSTALLED","100000000410398","100000010000447"
"277","01","1SV2021230995","INSTALLED","100000000410398","100000010000448"
"278","01","1SV2021230996","INSTALLED","100000000410398","100000010000449"
"279","01","1SV2021230997","INSTALLED","100000000410398","100000010000450"
"280","01","1SV2021230998","INSTALLED","100000000410398","100000010000451"
"281","01","1SV2021231000","INSTALLED","100000000410398","100000010000453"
"282","01","1SV2021231001","INSTALLED","100000000410398","100000010000454"
"283","01","1SV2021231002","INSTALLED","100000000410398","100000010000455"
"284","01","1SV2021231003","INSTALLED","100000000410398","100000010000456"
"285","01","1SV2021231004","INSTALLED","100000000410398","100000010000457"
"286","01","1SV2021231006","INSTALLED","100000000410398","100000010000458"
"287","01","1SV2021231007","INSTALLED","100000000410398","100000010000459"
"288","01","1SV2021231008","INSTALLED","100000000410398","100000010000460"
"289","01","1SV2021231009","INSTALLED","100000000410398","100000010000461"
"290","01","1SV2021231010","INSTALLED","100000000410398","100000010000462"
"291","01","1SV2021231011","INSTALLED","100000000410398","100000010000463"
"292","01","1SV2021231012","INSTALLED","100000000410398","100000010000464"
"293","01","1SV2021231013","INSTALLED","100000000410398","100000010000465"
"294","01","1SV2021231014","INSTALLED","100000000410398","100000010000466"
"295","01","1SV2021231307","INSTALLED","100000000410398","100000010000748"
"296","01","1SV2021231308","INSTALLED","100000000410398","100000010000749"
"297","01","1SV2021231309","INSTALLED","100000000410398","100000010000750"
"298","01","1SV2021231310","INSTALLED","100000000410398","100000010000751"
"299","01","1SV2021231311","INSTALLED","100000000410398","100000010000752"
"300","01","1SV2021231312","INSTALLED","100000000410398","100000010000753"
"301","01","1SV2021231313","INSTALLED","100000000410398","100000010000754"
"302","01","1SV2021231314","INSTALLED","100000000410398","100000010000755"
"303","01","1SV2021231315","INSTALLED","100000000410398","100000010000756"
"304","01","1SV2021231316","INSTALLED","100000000410398","100000010000757"
"305","01","1SV2021231317","INSTALLED","100000000410398","100000010000758"
"306","01","1SV2021231318","INSTALLED","100000000410398","100000010000759"
"307","01","1SV2021231319","INSTALLED","100000000410398","100000010000760"
"308","01","1SV2021231320","INSTALLED","100000000410398","100000010000761"
"309","01","1SV2021231321","INSTALLED","100000000410398","100000010000762"
"310","01","1SV2021230999","INSTALLED","100000000410398","100000010000452"
"311","01","1SV2021231322","INSTALLED","100000000410398","100000010000763"
"312","01","1SV2021231323","INSTALLED","100000000410398","100000010000764"
"313","01","1SV2021231324","INSTALLED","100000000410398","100000010000765"
"314","01","1SV2021231325","INSTALLED","100000000410398","100000010000766"
"315","01","1SV2021231326","INSTALLED","100000000410398","100000010000767"
"316","01","1SV2021231124","INSTALLED","100000000410398","100000010000570"
"317","01","1SV2021231125","INSTALLED","100000000410398","100000010000571"
"318","01","1SV2021231327","INSTALLED","100000000410398","100000010000768"
"319","01","1SV2021231328","INSTALLED","100000000410398","100000010000769"
"320","01","1SV2021231329","INSTALLED","100000000410398","100000010000770"
"321","01","1SV2021231330","INSTALLED","100000000410398","100000010000771"
"322","01","1SV2021231331","INSTALLED","100000000410398","100000010000772"
"323","01","1SV2021231332","INSTALLED","100000000410398","100000010000773"
"324","01","1SV2021231333","INSTALLED","100000000410398","100000010000774"
"325","01","1SV2021231116","INSTALLED","100000000410398","100000010000562"
"326","01","1SV2021231117","INSTALLED","100000000410398","100000010000563"
"327","01","1SV2021231118","INSTALLED","100000000410398","100000010000564"
"328","01","1SV2021231119","INSTALLED","100000000410398","100000010000565"
"329","01","1SV2021231120","INSTALLED","100000000410398","100000010000566"
"330","01","1SV2021231121","INSTALLED","100000000410398","100000010000567"
"331","01","1SV2021231122","INSTALLED","100000000410398","100000010000568"
"332","01","1SV2021231123","INSTALLED","100000000410398","100000010000569"
"333","01","1SV2021231446","INSTALLED","100000000410398","100000010000880"
"334","01","1SV2021231447","INSTALLED","100000000410398","100000010000881"
"335","01","1SV2021231448","INSTALLED","100000000410398","100000010000882"
"336","01","1SV2021231449","INSTALLED","100000000410398","100000010000883"
"337","01","1SV2021231450","INSTALLED","100000000410398","100000010000884"
"338","01","1SV2021231451","INSTALLED","100000000410398","100000010000885"
"339","01","1SV2021231452","INSTALLED","100000000410398","100000010000886"
"340","01","1SV2021231453","INSTALLED","100000000410398","100000010000887"
"341","01","1SV2021231454","INSTALLED","100000000410398","100000010000888"
"342","01","1SV2021231455","INSTALLED","100000000410398","100000010000889"
"343","01","1SV2021231456","INSTALLED","100000000410398","100000010000890"
"344","01","1SV2021231126","INSTALLED","100000000410398","100000010000572"
"345","01","1SV2021231127","INSTALLED","100000000410398","100000010000573"
"346","01","1SV2021231128","INSTALLED","100000000410398","100000010000574"
"347","01","1SV2021231129","INSTALLED","100000000410398","100000010000575"
"348","01","1SV2021231130","INSTALLED","100000000410398","100000010000576"
"349","01","1SV2021231131","INSTALLED","100000000410398","100000010000577"
"350","01","1SV2021231132","INSTALLED","100000000410398","100000010000578"
"351","01","1SV2021231133","INSTALLED","100000000410398","100000010000579"
"352","01","1SV2021231134","INSTALLED","100000000410398","100000010000580"
"353","01","1SV2021231135","INSTALLED","100000000410398","100000010000581"
"354","01","1SV2021231136","INSTALLED","100000000410398","100000010000582"
"355","01","1SV2021231137","INSTALLED","100000000410398","100000010000583"
"356","01","1SV2021231138","INSTALLED","100000000410398","100000010000584"
"357","01","1SV2021231139","INSTALLED","100000000410398","100000010000585"
"358","01","1SV2021231140","INSTALLED","100000000410398","100000010000586"
"359","01","1SV2021231141","INSTALLED","100000000410398","100000010000587"
"360","01","1SV2021231142","INSTALLED","100000000410398","100000010000588"
"361","01","1SV2021231442","INSTALLED","100000000410398","100000010000877"
"362","01","1SV2021231443","INSTALLED","100000000410398","100000010000878"
"363","01","1SV2021231445","INSTALLED","100000000410398","100000010000879"
"364","01","1SV2021230847","INSTALLED","100000000410398","100000010000301"
"365","01","1SV2021230848","INSTALLED","100000000410398","100000010000302"
"366","01","1SV2021230849","INSTALLED","100000000410398","100000010000303"
"367","01","1SV2021230850","INSTALLED","100000000410398","100000010000304"
"368","01","1SV2021230851","INSTALLED","100000000410398","100000010000305"
"369","01","1SV2021230852","INSTALLED","100000000410398","100000010000306"
"370","01","1SV2021230853","INSTALLED","100000000410398","100000010000307"
"371","01","1SV2021231261","INSTALLED","100000000410398","100000010000704"
"372","01","1SV2021231262","INSTALLED","100000000410398","100000010000705"
"373","01","1SV2021231263","INSTALLED","100000000410398","100000010000706"
"374","01","1SV2021231264","INSTALLED","100000000410398","100000010000707"
"375","01","1SV2021231265","INSTALLED","100000000410398","100000010000708"
"376","01","1SV2021231266","INSTALLED","100000000410398","100000010000709"
"377","01","1SV2021231267","INSTALLED","100000000410398","100000010000710"
"378","01","1SV2021231269","INSTALLED","100000000410398","100000010000711"
"379","01","1SV2021231270","INSTALLED","100000000410398","100000010000712"
"380","01","1SV2021231271","INSTALLED","100000000410398","100000010000713"
"381","01","1SV2021231272","INSTALLED","100000000410398","100000010000714"
"382","01","1SV2021230854","INSTALLED","100000000410398","100000010000308"
"383","01","1SV2021230855","INSTALLED","100000000410398","100000010000309"
"384","01","1SV2021230856","INSTALLED","100000000410398","100000010000310"
"385","01","1SV2021230857","INSTALLED","100000000410398","100000010000311"
"386","01","1SV2021230858","INSTALLED","100000000410398","100000010000312"
"387","01","1SV2021230859","INSTALLED","100000000410398","100000010000313"
"388","01","1SV2021230860","INSTALLED","100000000410398","100000010000314"
"389","01","1SV2021230861","INSTALLED","100000000410398","100000010000315"
"390","01","1SV2021230862","INSTALLED","100000000410398","100000010000316"
"391","01","1SV2021230863","INSTALLED","100000000410398","100000010000317"
"392","01","1SV2021230864","INSTALLED","100000000410398","100000010000318"
"393","01","1SV2021230865","INSTALLED","100000000410398","100000010000319"
"394","01","1SV2021230866","INSTALLED","100000000410398","100000010000320"
"395","01","1SV2021230867","INSTALLED","100000000410398","100000010000321"
"396","01","1SV2021230868","INSTALLED","100000000410398","100000010000322"
"397","01","1SV2021230869","INSTALLED","100000000410398","100000010000323"
"398","01","1SV2021230870","INSTALLED","100000000410398","100000010000324"
"399","01","1SV2021230871","INSTALLED","100000000410398","100000010000325"
"400","01","1SV2021230872","INSTALLED","100000000410398","100000010000326"
"401","01","1SV2021230873","INSTALLED","100000000410398","100000010000327"
"402","01","1SV2021231251","INSTALLED","100000000410398","100000010000694"
"403","01","1SV2021231252","INSTALLED","100000000410398","100000010000695"
"404","01","1SV2021231253","INSTALLED","100000000410398","100000010000696"
"405","01","1SV2021231254","INSTALLED","100000000410398","100000010000697"
"406","01","1SV2021231255","INSTALLED","100000000410398","100000010000698"
"407","01","1SV2021231256","INSTALLED","100000000410398","100000010000699"
"408","01","1SV2021231257","INSTALLED","100000000410398","100000010000700"
"409","01","1SV2021231258","INSTALLED","100000000410398","100000010000701"
"410","01","1SV2021231259","INSTALLED","100000000410398","100000010000702"
"411","01","1SV2021231260","INSTALLED","100000000410398","100000010000703"
"412","01","1SV2021230968","INSTALLED","100000000410398","100000010000422"
"413","01","1SV2021230969","INSTALLED","100000000410398","100000010000423"
"414","01","1SV2021230970","INSTALLED","100000000410398","100000010000424"
"415","01","1SV2021230971","INSTALLED","100000000410398","100000010000425"
"416","01","1SV2021230972","INSTALLED","100000000410398","100000010000426"
"417","01","1SV2021230973","INSTALLED","100000000410398","100000010000427"
"418","01","1SV2021230974","INSTALLED","100000000410398","100000010000428"
"419","01","1SV2021230975","INSTALLED","100000000410398","100000010000429"
"420","01","1SV2021230976","INSTALLED","100000000410398","100000010000430"
"421","01","1SV2021230977","INSTALLED","100000000410398","100000010000431"
